normalized_url,origins,kind,checked_at,http,final_url,robots,result,signals,content_type,bytes,truncated,note,verification,error
https://malagacf.koobin.com/,historial del usuario,fuente o página informativa,2026-09-07,403,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://malagacf.koobin.com/malaga-cf,sports:malagacf-koobin:primary_url; sports:malagacf-koobin:url,fuente o página informativa,2026-09-07T20:17:12Z,,,no verificable (403),robots no verificable; contenido no solicitado,,,,,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://malagaevents.lovable.app/,historial del usuario,aplicación propia,2026-09-07T20:17:12Z,200,https://malagaevents.lovable.app/,permitido,HTTP 200,,text/html; charset=utf-8,1581,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://malagaevents.lovable.app/sitemap.xml,historial del usuario,aplicación propia,2026-09-07T20:17:12Z,404,https://malagaevents.lovable.app/sitemap.xml,permitido,HTTP 404,,text/plain; charset=UTF-8,9,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://manilva.es/,historial del usuario; registry:municipal-manilva:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://manilva.es/agenda,registry:src-agenda-manilva-p:url,fuente o página informativa,2026-09-07T20:17:12Z,200,https://manilva.es/agenda/,permitido,HTTP 200,,text/html; charset=UTF-8,306767,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://marenostrumfuengirola.com/,legacy:marenostrum-fuengirola:fallback_entrypoint; registry:src-marenostrum:url,fuente o página informativa,2026-09-07T20:17:13Z,200,https://marenostrumfuengirola.com/,permitido,HTTP 200,,text/html; charset=UTF-8,443627,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://marenostrumfuengirola.com/tipo_de_evento/2026,historial del usuario; legacy:marenostrum-fuengirola:chosen_entrypoint,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://mmalaga.es/,legacy:malaga-magazine:entrypoints_detected,fuente o página informativa,2026-09-07T20:17:13Z,200,https://mmalaga.es/,permitido,HTTP 200,,text/html; charset=UTF-8,524288,True,cuerpo limitado; no acredita contenido completo,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,timeout
https://mmalaga.es/agenda,scraping:Más Málaga:url,fuente o página informativa,2026-09-07T20:17:14Z,200,https://mmalaga.es/agenda/,permitido,HTTP 200,Event JSON-LD,text/html; charset=UTF-8,390165,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,timeout
https://mmalaga.es/agenda-ocio-cultural-malaga,historial del usuario; legacy:malaga-magazine:chosen_entrypoint; legacy:malaga-magazine:entrypoints_detected,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,jsonld_event;rss;wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://mmalaga.es/conciertos-malaga,scraping:Más Málaga Conciertos:url,fuente o página informativa,2026-09-07T20:17:14Z,404,https://mmalaga.es/conciertos-malaga,permitido,HTTP 404,,text/html; charset=UTF-8,142677,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://mmalaga.es/teatro-malaga,scraping:Más Málaga Teatro:url,fuente o página informativa,2026-09-07T20:17:16Z,200,https://mmalaga.es/agenda/teatro-malaga-dos-mas-que-dos/,permitido,HTTP 200,Event JSON-LD,text/html; charset=UTF-8,242533,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,timeout
https://moonlightmalaga.com/,historial del usuario; registry:moonlight-malaga:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://mucac.malaga.eu/,historial del usuario; registry:mucac:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://mucacmalaga.eu/,registry:src-mucac:url,fuente o página informativa,2026-09-07T20:17:19Z,200,https://mucacmalaga.eu/,permitido,HTTP 200,,text/html; charset=UTF-8,120095,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://orquestafilarmonicademalaga.com/,historial del usuario; legacy:filarmonica-malaga:chosen_entrypoint,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://paris15.es/,historial del usuario; legacy:paris-15:entrypoints_detected; legacy:paris-15:fallback_entrypoint; registry:src-sala-paris-15-p:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://paris15.es/eventos,historial del usuario; legacy:paris-15:chosen_entrypoint; legacy:paris-15:entrypoints_detected,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://paris15.es/tour-dates,legacy:paris-15:entrypoints_detected,fuente o página informativa,2026-09-07T20:17:21Z,200,https://paris15.es/tour-dates/,permitido,HTTP 200,,text/html; charset=UTF-8,69263,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://pruebaspopulares.pmdt.es/,historial del usuario,fuente o página informativa,2026-09-07,,,prohibido,URL comprobada por Lovable,,,,,robots.txt prohibe la ruta al agente,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://qconciertos.es/salas/la-garrapata-malaga,historial del usuario; legacy:la-garrapata:fallback_entrypoint,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://r.jina.ai/${encodeURIComponent(url)},historial del usuario,plantilla o ejemplo incompleto,2026-09-07T19:22:47Z,,,,no procede solicitar como agenda,,,,,plantilla o ejemplo incompleto,comprobación independiente de URL; extractor no ejecutado,
https://r.jina.ai/{encoded_url},historial del usuario,plantilla o ejemplo incompleto,2026-09-07T19:22:47Z,,,,no procede solicitar como agenda,,,,,plantilla o ejemplo incompleto,comprobación independiente de URL; extractor no ejecutado,
https://r.jina.ai/{url},historial del usuario,plantilla o ejemplo incompleto,2026-09-07T19:22:47Z,,,,no procede solicitar como agenda,,,,,plantilla o ejemplo incompleto,comprobación independiente de URL; extractor no ejecutado,
https://rincondelbalonmano.com/,registry:costa-del-sol-balonmano:url,fuente o página informativa,2026-09-07T20:17:22Z,,,no verificable (connection_error),robots no verificable; contenido no solicitado,,,,,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://runedia.mundodeportivo.com/,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://runedia.mundodeportivo.com/carreras/malaga,sports:runedia:primary_url; sports:runedia:url,fuente o página informativa,2026-09-07T20:17:22Z,404,https://runedia.mundodeportivo.com/carreras/malaga,permitido,HTTP 404,,text/html,146,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://salamartemalaga.com/,historial del usuario; legacy:sala-marte:entrypoints_detected; legacy:sala-marte:fallback_entrypoint; registry:sala-marte:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://salamartemalaga.com/eventos,legacy:sala-marte:chosen_entrypoint; legacy:sala-marte:entrypoints_detected,fuente o página informativa,2026-09-07T20:17:22Z,,https://salamartemalaga.com/eventos,permitido,timeout,,,,,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,timeout
https://salamartemalaga.com/events,legacy:sala-marte:entrypoints_detected,fuente o página informativa,2026-09-07T20:17:22Z,200,https://salamartemalaga.com/events/,permitido,HTTP 200,,text/html; charset=UTF-8,90415,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://salamartemalaga.com/events/mes,legacy:sala-marte:entrypoints_detected,fuente o página informativa,2026-09-07T20:17:23Z,200,https://salamartemalaga.com/events/mes/,permitido,HTTP 200,,text/html; charset=UTF-8,187506,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://salamartemalaga.com/page-404,legacy:sala-marte:entrypoints_detected,fuente o página informativa,2026-09-07T20:17:32Z,200,https://salamartemalaga.com/page-404/,permitido,HTTP 200,,text/html; charset=UTF-8,56085,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://salatrinchera.com/,historial del usuario; legacy:sala-trinchera:entrypoints_detected; legacy:sala-trinchera:fallback_entrypoint; registry:sala-trinchera:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://salatrinchera.com/category/proximos-eventos,historial del usuario; legacy:sala-trinchera:chosen_entrypoint; legacy:sala-trinchera:entrypoints_detected,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://salatrinchera.com/proximos-eventos,registry:src-sala-trinchera-p:url,fuente o página informativa,2026-09-07T20:17:40Z,200,https://salatrinchera.com/proximos-eventos/,permitido,HTTP 200,,text/html; charset=UTF-8,14010,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://starlitefestival.com/,historial del usuario; registry:starlite-marbella:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://starlitefestival.com/en/home,registry:src-starlite:url,fuente o página informativa,2026-09-07T20:17:41Z,200,https://starlitefestival.com/en/home,permitido,HTTP 200,,text/html; charset=utf-8,201487,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://teatrodelsoho.com/,historial del usuario; legacy:teatro-soho:fallback_entrypoint; registry:src-teatro-soho-p:url,fuente o página informativa,2026-09-07T20:18:24Z,200,https://teatrodelsoho.com/,permitido,HTTP 200,wp,text/html; charset=UTF-8,274903,False,,recomprobación independiente 2026-09-07 (sustitución/ICS verificada),
https://teatrodelsoho.com/evento,historial del usuario,fuente o página informativa,2026-09-07,404,,permitido,URL comprobada por Lovable,wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://teatrodelsoho.com/evento/godspell,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,jsonld_event;wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://teatrodelsoho.com/programacion,historial del usuario; legacy:teatro-soho:entrypoints_detected,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://teatrodelsoho.com/programacion?temporada=temporada-2025-2026,historial del usuario; legacy:teatro-soho:chosen_entrypoint; legacy:teatro-soho:entrypoints_detected,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://teatroechegaray.com/,registry:teatro-echegaray:url,fuente o página informativa,2026-09-07T20:17:41Z,403,https://teatroechegaray.com/,permitido,HTTP 403,,text/html; charset=UTF-8,5367,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://teatroestepona.com/events,historial del usuario; legacy:teatro-estepona:chosen_entrypoint,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,jsonld_event;rss;wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://ticketandroll.com/local/bar-la-garrapata,historial del usuario; legacy:la-garrapata:chosen_entrypoint,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,jsonld_event,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://tickets.rfef.es/,historial del usuario; sports:rfef-tickets:primary_url; sports:rfef-tickets:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://torremolinoscultura.es/eventos,registry:src-torremolinos-cultura:url,fuente o página informativa,2026-09-07T20:17:42Z,200,https://torremolinoscultura.es/eventos,sin robots.txt (404),HTTP 200,,text/html; charset=UTF-8,314419,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://turismo.mijas.es/es/12-principal/cultura/13-agenda-cultural,historial del usuario; legacy:turismo-mijas:chosen_entrypoint,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://turismocoin.es/agenda,historial del usuario; legacy:turismo-coin:chosen_entrypoint,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://venta.unicajabaloncesto.com/es/proximos-partidos,historial del usuario; sports:unicaja-tickets:primary_url; sports:unicaja-tickets:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://visita.malaga.eu/es/que-ver-y-hacer/agenda,historial del usuario; registry:src-agenda-visit-malaga:url,fuente o página informativa,2026-09-07,403,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.acb.com/club/partidos/id/14,historial del usuario; sports:acb-unicaja:primary_url; sports:acb-unicaja:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,cuerpo truncado,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.alora.es/,registry:municipal-alora:url,fuente o página informativa,2026-09-07T20:17:42Z,,,no verificable,robots no verificable; contenido no solicitado,,,,,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://www.andaluzabaloncesto.org/,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.antequera.es/,historial del usuario; registry:municipal-antequera:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.archidona.es/,historial del usuario; registry:municipal-archidona:url,fuente o página informativa,2026-09-07,403,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.archidona.es/4303/agenda,registry:src-agenda-archidona-p:url,fuente o página informativa,2026-09-07T20:17:42Z,,,no verificable (403),robots no verificable; contenido no solicitado,,,,,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://www.ardales.es/,registry:municipal-ardales:url,fuente o página informativa,2026-09-07T20:17:42Z,,,no verificable (403),robots no verificable; contenido no solicitado,,,,,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://www.badmintonandalucia.es/calendario,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.benalmadena.es/,historial del usuario; registry:municipal-benalmadena:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.benalmadena.es/pags/agenda.php,historial del usuario; legacy:ayto-benalmadena:chosen_entrypoint; registry:src-agenda-benalmadena:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.besoccer.com/equipo/calendario/malaga,sports:besoccer-malaga:primary_url; sports:besoccer-malaga:url,fuente o página informativa,2026-09-07T20:17:42Z,,,no verificable (406),robots no verificable; contenido no solicitado,,,,,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://www.canelaparty.com/,historial del usuario; registry:canela-party:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.carmenthyssenmalaga.org/,historial del usuario; registry:museo-thyssen:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.carmenthyssenmalaga.org/actividades,registry:src-thyssen-p:url,fuente o página informativa,2026-09-07T20:17:42Z,200,https://www.carmenthyssenmalaga.org/actividades,permitido,HTTP 200,,text/html; charset=UTF-8,41166,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,timeout
https://www.cartama.es/,historial del usuario; registry:municipal-cartama:url,fuente o página informativa,2026-09-07,403,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.cartama.es/135/agenda,registry:src-agenda-cartama-p:url,fuente o página informativa,2026-09-07T20:17:43Z,,,no verificable (403),robots no verificable; contenido no solicitado,,,,,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://www.casares.es/,historial del usuario; registry:municipal-casares:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.casares.es/agenda-cultura,registry:src-agenda-casares:url,fuente o página informativa,2026-09-07T20:17:43Z,200,https://www.casares.es/agenda-cultura/,permitido,HTTP 200,,text/html; charset=UTF-8,180915,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://www.centroculturalmva.es/,registry:src-centro-mva-p:url,fuente o página informativa,2026-09-07T20:17:44Z,,,no verificable (403),robots no verificable; contenido no solicitado,,,,,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://www.centroculturalmva.es/6806/agenda,historial del usuario; legacy:centro-cultural-mva:chosen_entrypoint,fuente o página informativa,2026-09-07,403,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.clubbalonmanomalaga.es/,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.coin.es/,historial del usuario; registry:municipal-coin:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.coleccionmuseoruso.es/,registry:src-museo-ruso:url,fuente o página informativa,2026-09-07T20:17:45Z,200,https://www.coleccionmuseoruso.es/,permitido,HTTP 200,,text/html; charset=UTF-8,243143,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://www.elcorteingles.es/entradas/recintos/malaga/teatro-del-soho-caixabank,historial del usuario,fuente o página informativa,2026-09-07,403,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.entradas.com/,historial del usuario; sports:entradas-com:primary_url; sports:entradas-com:url,fuente o página informativa,2026-09-07,timeout,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.entradas.com/city/malaga-490,historial del usuario,fuente o página informativa,2026-09-07,timeout,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.entradas.com/city/malaga-490/conciertos-y-festivales-85,historial del usuario,fuente o página informativa,2026-09-07,timeout,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.entradas.com/city/malaga-490?pnum=3,historial del usuario,fuente o página informativa,2026-09-07,timeout,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.estepona.es/,historial del usuario; registry:municipal-estepona:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.eventbrite.es/d/spain--m%C3%A1laga/malaga,historial del usuario,fuente o página informativa,2026-09-07,405,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.eventualmusic.com/,historial del usuario; legacy:eventual-music:entrypoints_detected; legacy:eventual-music:fallback_entrypoint,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.eventualmusic.com/contacto.php,legacy:eventual-music:entrypoints_detected,fuente o página informativa,2026-09-07T20:17:45Z,200,https://www.eventualmusic.com/contacto.php,sin robots.txt (404),HTTP 200,,text/html,13381,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://www.eventualmusic.com/lasala.php,legacy:eventual-music:entrypoints_detected,fuente o página informativa,2026-09-07T20:17:46Z,200,https://www.eventualmusic.com/lasala.php,sin robots.txt (404),HTTP 200,,text/html,21957,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://www.eventualmusic.com/programacion.php,legacy:eventual-music:chosen_entrypoint; legacy:eventual-music:entrypoints_detected,fuente o página informativa,2026-09-07T20:17:46Z,200,https://www.eventualmusic.com/programacion.php,sin robots.txt (404),HTTP 200,,text/html,13766,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://www.eventualmusic.com/salasdeensayo.php,legacy:eventual-music:entrypoints_detected,fuente o página informativa,2026-09-07T20:17:46Z,200,https://www.eventualmusic.com/salasdeensayo.php,sin robots.txt (404),HTTP 200,,text/html,13286,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://www.facebook.com/LaGarrapataBar,historial del usuario,red social,2026-09-07T20:17:46Z,,,prohibido,excluida por robots,,,,,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://www.facebook.com/lagarrapatamalaga,historial del usuario; registry:la-garrapata:url,red social,2026-09-07T20:17:46Z,,,prohibido,excluida por robots,,,,,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://www.fam.es/calendario-de-pruebas,sports:fam-atletismo:primary_url; sports:fam-atletismo:url,fuente o página informativa,2026-09-07T20:17:46Z,404,https://www.fam.es/calendario-de-pruebas,permitido,HTTP 404,,text/html; charset=UTF-8,2595,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://www.fancine.org/,historial del usuario; registry:fancine:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.farmaceuticos.com/farmacias-de-guardia/malaga,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.farmacias.es/malaga/29001,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.farmacias.es/malaga/29002,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.farmacias.es/malaga/29003,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.farmacias.es/malaga/29004,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.farmacias.es/malaga/29005,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.farmacias.es/malaga/29006,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.farmacias.es/malaga/29007,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.farmacias.es/malaga/29008,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.farmacias.es/malaga/29009,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.farmacias.es/malaga/29010,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.farmacias.es/malaga/29011,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.farmacias.es/malaga/29012,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.farmacias.es/malaga/29013,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.farmacias.es/malaga/29014,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.farmacias.es/malaga/29015,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.farmacias.es/malaga/29016,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.farmacias.es/malaga/29017,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://www.farmacias.es/malaga/29018,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
